"",,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Syrian Arab Republic","Total internal renewable water resources per capita (m3/inhab/year)",1987,627.8,"K",,1992,540.8,"K",,1997,469.9,"K",,2002,417.4,"K",,2007,363.3,"K",,2012,349.2,"K",,2017,390.4,"K",
"Syrian Arab Republic","Surface water: entering the country (total) (10^9 m3/year)",1987,28.52,"",,1992,28.52,"",,1997,28.52,"",,2002,28.52,"",,2007,28.52,"",,2012,28.52,"",,2017,28.52,"",
"Syrian Arab Republic","Surface water: inflow not submitted to treaties (10^9 m3/year)",1987,0.0,"",,1992,0.0,"",,1997,0.0,"",,2002,0.0,"",,2007,0.0,"",,2012,0.0,"",,2017,0.0,"",
"Syrian Arab Republic","Surface water: inflow submitted to treaties (10^9 m3/year)",1987,28.52,"",,1992,28.52,"",,1997,28.52,"",,2002,28.52,"",,2007,28.52,"",,2012,28.52,"",,2017,28.52,"",
"Syrian Arab Republic","Surface water: inflow secured through treaties (10^9 m3/year)",1987,16.09,"",,1992,16.09,"",,1997,16.09,"",,2002,16.09,"",,2007,16.09,"",,2012,16.09,"",,2017,16.09,"",
"Syrian Arab Republic","Surface water: total flow of border rivers (10^9 m3/year)",1987,18.0,"",,1992,18.0,"",,1997,18.0,"",,2002,18.0,"",,2007,18.0,"",,2012,18.0,"",,2017,18.0,"",
"Syrian Arab Republic","Surface water: accounted flow of border rivers (10^9 m3/year)",1987,1.25,"",,1992,1.25,"",,1997,1.25,"",,2002,1.25,"",,2007,1.25,"",,2012,1.25,"",,2017,1.25,"",
"Syrian Arab Republic","Surface water: accounted inflow (10^9 m3/year)",1987,17.34,"",,1992,17.34,"",,1997,17.34,"",,2002,17.34,"",,2007,17.34,"",,2012,17.34,"",,2017,17.34,"",
"Syrian Arab Republic","Surface water: leaving the country to other countries (total) (10^9 m3/year)",1987,31.73,"",,1992,31.73,"",,1997,31.73,"",,2002,31.73,"",,2007,31.73,"",,2012,31.73,"",,2017,31.73,"",
"Syrian Arab Republic","Surface water: outflow to other countries not submitted to treaties (10^9 m3/year)",1987,1.725,"",,1992,1.725,"",,1997,1.725,"",,2002,1.725,"",,2007,1.725,"",,2012,1.725,"",,2017,1.725,"",
"Syrian Arab Republic","Surface water: outflow to other countries submitted to treaties (10^9 m3/year)",1987,30.0,"",,1992,30.0,"",,1997,30.0,"",,2002,30.0,"",,2007,30.0,"",,2012,30.0,"",,2017,30.0,"",
"Syrian Arab Republic","Surface water: outflow to other countries secured through treaties (10^9 m3/year)",1987,9.0,"I","[33]",1992,9.0,"I","[34]",1997,9.0,"I","[35]",2002,9.0,"I","[36]",2007,9.0,"I","[37]",2012,9.0,"I","[38]",2017,9.0,"I",
"Syrian Arab Republic","Surface water: total external renewable (10^9 m3/year)",1987,8.34,"I",,1992,8.34,"I",,1997,8.34,"I",,2002,8.34,"I",,2007,8.34,"I",,2012,8.34,"I",,2017,8.34,"I",
"Syrian Arab Republic","Groundwater: entering the country (total) (10^9 m3/year)",1987,11.13,"",,1992,11.13,"",,1997,11.13,"",,2002,11.13,"",,2007,11.13,"",,2012,11.13,"",,2017,11.13,"",
"Syrian Arab Republic","Groundwater: accounted inflow (10^9 m3/year)",1987,1.33,"",,1992,1.33,"",,1997,1.33,"",,2002,1.33,"",,2007,1.33,"",,2012,1.33,"",,2017,1.33,"",
"Syrian Arab Republic","Groundwater: leaving the country to other countries (total) (10^9 m3/year)",1987,0.34,"",,1992,0.34,"",,1997,0.34,"",,2002,0.34,"",,2007,0.34,"",,2012,0.34,"",,2017,0.34,"",
"Syrian Arab Republic","Groundwater: accounted outflow to other countries (10^9 m3/year)",1987,0.34,"",,1992,0.34,"",,1997,0.34,"",,2002,0.34,"",,2007,0.34,"",,2012,0.34,"",,2017,0.34,"",
"Syrian Arab Republic","Water resources: total external renewable (10^9 m3/year)",1987,9.67,"I",,1992,9.67,"I",,1997,9.67,"I",,2002,9.67,"I",,2007,9.67,"I",,2012,9.67,"I",,2017,9.67,"I",
"Syrian Arab Republic","Total renewable surface water (10^9 m3/year)",1987,12.63,"I",,1992,12.63,"I",,1997,12.63,"I",,2002,12.63,"I",,2007,12.63,"I",,2012,12.63,"I",,2017,12.63,"I",
"Syrian Arab Republic","Total renewable groundwater (10^9 m3/year)",1987,6.174,"",,1992,6.174,"",,1997,6.174,"",,2002,6.174,"",,2007,6.174,"",,2012,6.174,"",,2017,6.174,"",
"Syrian Arab Republic","Overlap: between surface water and groundwater (10^9 m3/year)",1987,2.0,"",,1992,2.0,"",,1997,2.0,"",,2002,2.0,"",,2007,2.0,"",,2012,2.0,"",,2017,2.0,"",
"Syrian Arab Republic","Total renewable water resources (10^9 m3/year)",1987,16.8,"I",,1992,16.8,"I",,1997,16.8,"I",,2002,16.8,"I",,2007,16.8,"I",,2012,16.8,"I",,2017,16.8,"I",
"Syrian Arab Republic","Dependency ratio (%)",1987,72.36,"",,1992,72.36,"",,1997,72.36,"",,2002,72.36,"",,2007,72.36,"",,2012,72.36,"",,2017,72.36,"",
"Syrian Arab Republic","Total renewable water resources per capita (m3/inhab/year)",1987,1479.0,"K",,1992,1274.0,"K",,1997,1107.0,"K",,2002,983.1,"K",,2007,855.7,"K",,2012,822.7,"K",,2017,919.5,"K",
"Syrian Arab Republic","Exploitable: regular renewable surface water (10^9 m3/year)",1987,4.0,"",,1992,4.0,"",,1997,4.0,"",,2002,4.0,"",,2007,4.0,"",,2012,4.0,"",,,,"",
"Syrian Arab Republic","Exploitable: irregular renewable surface water (10^9 m3/year)",1987,12.8,"",,1992,12.8,"",,1997,12.8,"",,2002,12.8,"",,2007,12.8,"",,2012,12.8,"",,,,"",
"Syrian Arab Republic","Exploitable: total renewable surface water (10^9 m3/year)",1987,16.8,"",,1992,16.8,"",,1997,16.8,"",,2002,16.8,"",,2007,16.8,"",,2012,16.8,"",,,,"",
"Syrian Arab Republic","Exploitable: regular renewable groundwater (10^9 m3/year)",1987,3.8,"",,1992,3.8,"",,1997,3.8,"",,2002,3.8,"",,2007,3.8,"",,2012,3.8,"",,,,"",
"Syrian Arab Republic","Total exploitable water resources (10^9 m3/year)",1987,20.6,"",,1992,20.6,"",,1997,20.6,"",,2002,20.6,"",,2007,20.6,"",,2012,20.6,"",,,,"",
"Syrian Arab Republic","Interannual variability (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,1.8,"E",
"Syrian Arab Republic","Seasonal variability (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,2.9,"E",
"Syrian Arab Republic","Total dam capacity (km3)",1985,13.01,"L",,1990,13.52,"L",,,,"",,2000,15.56,"",,2007,19.65,"",,,,"",,,,"",
"Syrian Arab Republic","Dam capacity per capita (m3/inhab)",1985,1145.0,"K",,1990,1025.0,"K",,,,"",,2000,910.6,"K",,2007,1001.0,"K",,,,"",,,,"",
"Syrian Arab Republic","Agricultural water withdrawal (10^9 m3/year)",,,"",,,,"",,1997,12.84,"",,2002,14.41,"",,2003,14.67,"",,,,"",,,,"",
"Syrian Arab Republic","Industrial water withdrawal (10^9 m3/year)",,,"",,,,"",,1997,0.418,"",,2002,0.569,"",,2005,0.6154,"L",,,,"",,,,"",
"Syrian Arab Republic","Municipal water withdrawal (10^9 m3/year)",,,"",,,,"",,1997,1.169,"",,2002,1.38,"",,2005,1.475,"L",,,,"",,,,"",
"Syrian Arab Republic","Total water withdrawal (10^9 m3/year)",,,"",,,,"",,1997,14.43,"",,2002,16.36,"",,2005,16.76,"I",,,,"",,,,"",
"Syrian Arab Republic","Irrigation water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Irrigation water requirement (10^9 m3/year)",,,"",,,,"",,,,"",,2000,7.123,"L",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Agricultural water withdrawal as % of total water withdrawal (%)",,,"",,,,"",,1997,88.98,"",,2002,88.08,"",,2005,87.53,"I",,,,"",,,,"",
"Syrian Arab Republic","Industrial water withdrawal as % of total water withdrawal (%)",,,"",,,,"",,1997,2.897,"",,2002,3.478,"",,2005,3.672,"I",,,,"",,,,"",
"Syrian Arab Republic","Municipal water withdrawal as % of total withdrawal (%)",,,"",,,,"",,1997,8.101,"",,2002,8.435,"",,2005,8.801,"I",,,,"",,,,"",
"Syrian Arab Republic","Total water withdrawal per capita (m3/inhab/year)",,,"",,,,"",,1997,950.8,"K",,2002,957.4,"K",,2005,853.7,"K",,,,"",,,,"",
"Syrian Arab Republic","Environmental Flow Requirements (10^9 m3/year)",1987,5.573,"E","[39]",1992,5.573,"E","[40]",1997,5.573,"E","[41]",2002,5.573,"E","[42]",2007,5.573,"E","[43]",2012,5.573,"E","[44]",2017,5.573,"E","[45]"
"Syrian Arab Republic","Fresh surface water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Fresh groundwater withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Total freshwater withdrawal (10^9 m3/year)",,,"",,,,"",,1997,14.43,"",,2002,16.36,"",,2005,14.14,"I",,,,"",,,,"",
"Syrian Arab Republic","Desalinated water produced (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Direct use of treated municipal wastewater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,2004,0.37,"",,2012,0.55,"",,,,"",
"Syrian Arab Republic","Direct use of agricultural drainage water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,2004,2.246,"",,,,"",,,,"",
"Syrian Arab Republic","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,1997,85.89,"I",,2002,97.38,"I",,2005,84.17,"I",,,,"",,,,"",
"Syrian Arab Republic","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,1997,76.43,"I",,2002,85.77,"I",,2003,87.32,"I",,,,"",,,,"",
"Syrian Arab Republic","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,1997,128.5,"K",,2002,145.7,"K",,2005,125.9,"K",,,,"",,,,"",
"Syrian Arab Republic","Irrigation potential (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for full control irrigation: surface irrigation (1000 ha)",,,"",,,,"",,1993,981.3,"",,,,"",,2007,1153.0,"",,2010,1043.0,"",,,,"",
"Syrian Arab Republic","Area equipped for full control irrigation: sprinkler irrigation (1000 ha)",,,"",,,,"",,1993,30.0,"",,,,"",,2007,164.1,"",,2010,187.1,"",,,,"",
"Syrian Arab Republic","Area equipped for full control irrigation: localized irrigation (1000 ha)",,,"",,,,"",,1993,2.0,"",,,,"",,2007,79.7,"",,2010,110.9,"",,,,"",
"Syrian Arab Republic","Area equipped for full control irrigation: total (1000 ha)",,,"",,,,"",,1993,1013.0,"",,2001,1267.0,"",,2007,1397.0,"",,2010,1341.0,"",,,,"",
"Syrian Arab Republic","Area equipped for full control irrigation: actually irrigated (1000 ha)",,,"",,,,"",,,,"",,2000,1210.0,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for full control irrigation actually irrigated (%)",,,"",,,,"",,,,"",,2001,95.5,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation: equipped lowland areas (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation: spate irrigation (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation: total (1000 ha)",,,"",,,,"",,1993,1013.0,"",,2001,1267.0,"",,2007,1397.0,"",,2010,1341.0,"",,,,"",
"Syrian Arab Republic","% of the area equipped for irrigation managed by women (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of the agricultural holdings with irrigation managed by women (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation: actually irrigated (1000 ha)",,,"",,,,"",,,,"",,2000,1210.0,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of the area equipped for irrigation actually irrigated (%)",,,"",,,,"",,,,"",,2001,95.5,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of the cultivated area equipped for irrigation (%)",,,"",,,,"",,1993,18.35,"K",,2001,23.37,"K",,2007,24.58,"K",,2010,23.4,"K",,,,"",
"Syrian Arab Republic","% of irrigation potential equipped for irrigation (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Flood recession cropping area non-equipped (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Cultivated wetlands and inland valley bottoms non-equipped (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Total agricultural water managed area (1000 ha)",,,"",,,,"",,1993,1013.0,"",,2001,1267.0,"",,2007,1397.0,"",,2010,1341.0,"",,,,"",
"Syrian Arab Republic","% of agricultural water managed area equipped for irrigation (%)",,,"",,,,"",,1993,100.0,"",,2001,100.0,"",,2007,100.0,"",,2010,100.0,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by surface water (1000 ha)",,,"",,,,"",,1993,403.3,"",,,,"",,2004,0.0,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by groundwater (1000 ha)",,,"",,,,"",,1993,610.0,"",,,,"",,2007,813.2,"",,2010,726.8,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by mixed surface water and groundwater (1000 ha)",,,"",,,,"",,,,"",,,,"",,2007,583.2,"",,2010,614.0,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by direct use of treated municipal wastewater (1000 ha)",,,"",,,,"",,,,"",,,,"",,2005,9.0,"",,2008,9.0,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by direct use of non-treated municipal wastewater  (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,2008,40.0,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by direct use of agricultural drainage water (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for irrigation by desalinated water (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by surface water (%)",,,"",,,,"",,1993,39.8,"",,,,"",,2007,0.0,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by groundwater  (%)",,,"",,,,"",,1993,60.2,"",,,,"",,2007,58.21,"",,2010,54.2,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by mixed surface water and groundwater (%)",,,"",,,,"",,1993,0.0,"",,,,"",,2007,41.75,"",,2010,45.79,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by direct use of  treated municipal wastewater (%)",,,"",,,,"",,,,"",,,,"",,2007,0.6442,"",,2010,0.6711,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by direct use of non-treated municipal wastewater (%)",,,"",,,,"",,,,"",,,,"",,,,"",,2010,2.983,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by direct use of agricultural drainage water  (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation by desalinated water (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area equipped for power irrigation (surface water or groundwater) (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation power irrigated (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Total harvested irrigated crop area (full control irrigation) (1000 ha)",,,"",,1990,825.7,"",,1995,1254.0,"",,2000,1334.0,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Harvested irrigated temporary crop area: Total (1000 ha)",,,"",,1990,711.7,"",,1995,1145.0,"",,2000,1214.0,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Harvested irrigated permanent crop area: Total (1000 ha)",,,"",,1990,114.0,"",,1995,109.4,"",,2000,120.2,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Permanent meadows and pastures irrigated (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Irrigated cropping intensity (%)",,,"",,,,"",,,,"",,2000,110.2,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of total grain production irrigated (%)",,,"",,,,"",,1993,45.0,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Conservation agriculture area (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,2012,30.0,"",,,,"",
"Syrian Arab Republic","Conservation agriculture area as % of arable land area (%)",,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.6431,"K",,,,"",
"Syrian Arab Republic","Area salinized by irrigation (1000 ha)",,,"",,1989,60.0,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","% of area equipped for irrigation salinized (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Area waterlogged by irrigation (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Syrian Arab Republic","Flood occurrence (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,2.7,"E",
"Syrian Arab Republic","Population affected by water related disease (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Turkey","Total area of the country (excl. coastal waters) (1000 ha)",1987,78535.0,"E",,1992,78535.0,"E",,1997,78535.0,"E",,2002,78535.0,"E",,2007,78535.0,"E",,2012,78535.0,"E",,2016,78535.0,"E",
"Turkey","Arable land area (1000 ha)",1987,24964.0,"E",,1992,24514.0,"E",,1997,24297.0,"E",,2002,23994.0,"E",,2007,21979.0,"E",,2012,20577.0,"E",,2016,20381.0,"E",
"Turkey","Permanent crops area (1000 ha)",1987,2963.0,"E",,1992,3012.0,"E",,1997,2567.0,"E",,2002,2585.0,"E",,2007,2909.0,"E",,2012,3213.0,"E",,2016,3329.0,"E",
"Turkey","Cultivated area (arable land + permanent crops) (1000 ha)",1987,27927.0,"E",,1992,27526.0,"E",,1997,26864.0,"E",,2002,26579.0,"E",,2007,24888.0,"E",,2012,23790.0,"E",,2016,23710.0,"E",
"Turkey","% of total country area cultivated (%)",1987,35.56,"E",,1992,35.05,"E",,1997,34.21,"E",,2002,33.84,"E",,2007,31.69,"E",,2012,30.29,"E",,2016,30.19,"E",
"Turkey","Total population (1000 inhab)",1987,410401.0,"E",,1992,55749.0,"E",,1997,60372.0,"E",,2002,65143.0,"E",,2007,69597.0,"E",,2012,74570.0,"E",,2017,80745.0,"E",
"Turkey","Rural population (1000 inhab)",1987,382125.0,"E",,1992,21971.0,"E",,1997,22229.0,"E",,2002,22259.0,"E",,2007,21662.0,"E",,2012,21415.0,"E",,2017,22572.0,"E",
"Turkey","Urban population (1000 inhab)",1987,28276.0,"E",,1992,33778.0,"E",,1997,38143.0,"E",,2002,42884.0,"E",,2007,47935.0,"E",,2012,53155.0,"E",,2017,58173.0,"E",
"Turkey","Population density (inhab/km2)",1987,522.6,"E",,1992,70.99,"E",,1997,76.87,"E",,2002,82.95,"E",,2007,88.62,"E",,2012,94.95,"E",,2017,102.8,"E",
"Turkey","Gross Domestic Product (GDP) (current US$)",1987,8.7172789528E10,"E",,1992,1.58E11,"E",,1997,1.9E11,"E",,2002,2.33E11,"E",,2007,6.47E11,"E",,2012,7.89E11,"E",,2015,7.18E11,"E",
"Turkey","GDP per capita (current US$/inhab)",1987,212.4,"E",,1992,2834.0,"E",,1997,3147.0,"E",,2002,3577.0,"E",,2007,9296.0,"E",,2012,10581.0,"E",,2015,8892.0,"E",
"Turkey","Agriculture, value added (% GDP) (%)",1987,18.47,"E",,1992,15.56,"E",,1997,14.97,"E",,2002,11.71,"E",,2007,8.527,"E",,2012,8.843,"E",,2015,8.59,"E",
"Turkey","Human Development Index (HDI) [highest = 1] (-)",,,"",,1990,0.576,"E",,,,"",,2000,0.6526,"E",,,,"",,2012,0.7563,"E",,2014,0.7611,"E",
"Turkey","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,"",,,,"",,,,"",,,,"",,2005,0.518,"E",,2010,0.42,"E",,2014,0.3588,"E",
"Turkey","Prevalence of undernourishment (3-year average) (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Number of people undernourished (3-year average) (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Long-term average annual precipitation in depth (mm/year)",1987,593.0,"",,1992,593.0,"",,1997,593.0,"",,2002,593.0,"",,2007,593.0,"",,2012,593.0,"",,2017,593.0,"",
"Turkey","Long-term average annual precipitation in volume (10^9 m3/year)",1987,465.7,"K",,1992,465.7,"K",,1997,465.7,"K",,2002,465.7,"K",,2007,465.7,"K",,2012,465.7,"K",,2017,465.7,"K",
"Turkey","Surface water produced internally (10^9 m3/year)",1987,186.0,"",,1992,186.0,"",,1997,186.0,"",,2002,186.0,"",,2007,186.0,"",,2012,186.0,"",,2017,186.0,"",
"Turkey","Groundwater produced internally (10^9 m3/year)",1987,69.0,"",,1992,69.0,"",,1997,69.0,"",,2002,69.0,"",,2007,69.0,"",,2012,69.0,"",,2017,69.0,"",
"Turkey","Overlap between surface water and groundwater (10^9 m3/year)",1987,28.0,"",,1992,28.0,"",,1997,28.0,"",,2002,28.0,"",,2007,28.0,"",,2012,28.0,"",,2017,28.0,"",
"Turkey","Total internal renewable water resources (IRWR) (10^9 m3/year)",1987,227.0,"",,1992,227.0,"",,1997,227.0,"",,2002,227.0,"",,2007,227.0,"",,2012,227.0,"",,2017,227.0,"",
"Turkey","Total internal renewable water resources per capita (m3/inhab/year)",1987,553.1,"K",,1992,4072.0,"K",,1997,3760.0,"K",,2002,3485.0,"K",,2007,3262.0,"K",,2012,3044.0,"K",,2017,2811.0,"K",
"Turkey","Surface water: entering the country (total) (10^9 m3/year)",1987,1.8,"",,1992,1.8,"",,1997,1.8,"",,2002,1.8,"",,2007,1.8,"",,2012,1.8,"",,2017,1.8,"",
"Turkey","Surface water: inflow not submitted to treaties (10^9 m3/year)",1987,1.8,"I",,1992,1.8,"I",,1997,1.8,"I",,2002,1.8,"I",,2007,1.8,"I",,2012,1.8,"I",,2017,1.8,"I",
"Turkey","Surface water: inflow submitted to treaties (10^9 m3/year)",1987,0.0,"I",,1992,0.0,"I",,1997,0.0,"I",,2002,0.0,"I",,2007,0.0,"I",,2012,0.0,"I",,2017,0.0,"I",
"Turkey","Surface water: inflow secured through treaties (10^9 m3/year)",1987,0.0,"I",,1992,0.0,"I",,1997,0.0,"I",,2002,0.0,"I",,2007,0.0,"I",,2012,0.0,"I",,2017,0.0,"I",
"Turkey","Surface water: total flow of border rivers (10^9 m3/year)",1987,5.8,"",,1992,5.8,"",,1997,5.8,"",,2002,5.8,"",,2007,5.8,"",,2012,5.8,"",,2017,5.8,"",
"Turkey","Surface water: accounted flow of border rivers (10^9 m3/year)",1987,2.9,"",,1992,2.9,"",,1997,2.9,"",,2002,2.9,"",,2007,2.9,"",,2012,2.9,"",,2017,2.9,"",
"Turkey","Surface water: accounted inflow (10^9 m3/year)",1987,4.7,"I",,1992,4.7,"I",,1997,4.7,"I",,2002,4.7,"I",,2007,4.7,"I",,2012,4.7,"I",,2017,4.7,"I",
"Turkey","Surface water: leaving the country to other countries (total) (10^9 m3/year)",1987,60.12,"",,1992,60.12,"",,1997,60.12,"",,2002,60.12,"",,2007,60.12,"",,2012,60.12,"",,2017,60.12,"",
"Turkey","Surface water: outflow to other countries not submitted to treaties (10^9 m3/year)",1987,41.22,"",,1992,41.22,"",,1997,41.22,"",,2002,41.22,"",,2007,41.22,"",,2012,41.22,"",,2017,41.22,"",
"Turkey","Surface water: outflow to other countries submitted to treaties (10^9 m3/year)",1987,15.75,"I",,1992,15.75,"I",,1997,15.75,"I",,2002,15.75,"I",,2007,15.75,"I",,2012,15.75,"I",,2017,15.75,"I",
