"",,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Turkey","Surface water: outflow to other countries secured through treaties (10^9 m3/year)",1987,18.9,"I","[46]",1992,18.9,"I","[47]",1997,18.9,"I","[48]",2002,18.9,"I","[49]",2007,18.9,"I","[50]",2012,18.9,"I","[51]",2017,18.9,"I",
"Turkey","Surface water: total external renewable (10^9 m3/year)",1987,-14.2,"I",,1992,-14.2,"I",,1997,-14.2,"I",,2002,-14.2,"I",,2007,-14.2,"I",,2012,-14.2,"I",,2017,-14.2,"I",
"Turkey","Groundwater: entering the country (total) (10^9 m3/year)",1987,0.0,"",,1992,0.0,"",,1997,0.0,"",,2002,0.0,"",,2007,0.0,"",,2012,0.0,"",,2017,0.0,"",
"Turkey","Groundwater: accounted inflow (10^9 m3/year)",1987,-1.2,"",,1992,-1.2,"",,1997,-1.2,"",,2002,-1.2,"",,2007,-1.2,"",,2012,-1.2,"",,2017,-1.2,"",
"Turkey","Groundwater: leaving the country to other countries (total) (10^9 m3/year)",1987,11.0,"",,1992,11.0,"",,1997,11.0,"",,2002,11.0,"",,2007,11.0,"",,2012,11.0,"",,2017,11.0,"",
"Turkey","Groundwater: accounted outflow to other countries (10^9 m3/year)",1987,11.0,"",,1992,11.0,"",,1997,11.0,"",,2002,11.0,"",,2007,11.0,"",,2012,11.0,"",,2017,11.0,"",
"Turkey","Water resources: total external renewable (10^9 m3/year)",1987,-15.4,"I",,1992,-15.4,"I",,1997,-15.4,"I",,2002,-15.4,"I",,2007,-15.4,"I",,2012,-15.4,"I",,2017,-15.4,"I",
"Turkey","Total renewable surface water (10^9 m3/year)",1987,171.8,"I",,1992,171.8,"I",,1997,171.8,"I",,2002,171.8,"I",,2007,171.8,"I",,2012,171.8,"I",,2017,171.8,"I",
"Turkey","Total renewable groundwater (10^9 m3/year)",1987,67.8,"",,1992,67.8,"",,1997,67.8,"",,2002,67.8,"",,2007,67.8,"",,2012,67.8,"",,2017,67.8,"",
"Turkey","Overlap: between surface water and groundwater (10^9 m3/year)",1987,28.0,"",,1992,28.0,"",,1997,28.0,"",,2002,28.0,"",,2007,28.0,"",,2012,28.0,"",,2017,28.0,"",
"Turkey","Total renewable water resources (10^9 m3/year)",1987,211.6,"I",,1992,211.6,"I",,1997,211.6,"I",,2002,211.6,"I",,2007,211.6,"I",,2012,211.6,"I",,2017,211.6,"I",
"Turkey","Dependency ratio (%)",1987,1.518,"I",,1992,1.518,"I",,1997,1.518,"I",,2002,1.518,"I",,2007,1.518,"I",,2012,1.518,"I",,2017,1.518,"I",
"Turkey","Total renewable water resources per capita (m3/inhab/year)",1987,515.6,"K",,1992,3796.0,"K",,1997,3505.0,"K",,2002,3248.0,"K",,2007,3040.0,"K",,2012,2838.0,"K",,2017,2621.0,"K",
"Turkey","Exploitable: regular renewable surface water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Exploitable: irregular renewable surface water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Exploitable: total renewable surface water (10^9 m3/year)",1987,98.0,"",,1992,98.0,"",,1997,98.0,"",,2002,98.0,"",,2007,98.0,"",,2012,98.0,"",,,,"",
"Turkey","Exploitable: regular renewable groundwater (10^9 m3/year)",1987,14.0,"",,1992,14.0,"",,1997,14.0,"",,2002,14.0,"",,2007,14.0,"",,2012,14.0,"",,,,"",
"Turkey","Total exploitable water resources (10^9 m3/year)",1987,112.0,"",,1992,112.0,"",,1997,112.0,"",,2002,112.0,"",,2007,112.0,"",,2012,112.0,"",,,,"",
"Turkey","Interannual variability (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,1.5,"E",
"Turkey","Seasonal variability (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,2.6,"E",
"Turkey","Total dam capacity (km3)",1987,63.9,"","[52,53]",1992,133.7,"","[54,55]",1997,147.3,"","[56,57]",2002,156.0,"","[58,59]",2007,157.3,"","[60,61]",2012,157.3,"","[62,63,64,65]",2015,157.3,"L",
"Turkey","Dam capacity per capita (m3/inhab)",1987,155.7,"K",,1992,2398.0,"K",,1997,2440.0,"K",,2002,2395.0,"K",,2007,2260.0,"K",,2012,2109.0,"K",,2015,1948.0,"K",
"Turkey","Agricultural water withdrawal (10^9 m3/year)",,,"",,1992,22.9,"",,,,"",,2000,31.5,"",,2003,29.6,"",,2012,43.78,"I",,2017,50.05,"",
"Turkey","Industrial water withdrawal (10^9 m3/year)",,,"",,1992,3.5,"",,,,"",,2000,1.47,"",,2004,1.224,"",,2012,1.792,"",,2017,2.898,"",
"Turkey","Municipal water withdrawal (10^9 m3/year)",,,"",,1992,5.2,"",,,,"",,2002,4.813,"",,2006,5.164,"",,2012,4.936,"",,2016,5.839,"",
"Turkey","Total water withdrawal (10^9 m3/year)",,,"",,1992,31.6,"",,,,"",,2002,37.78,"",,2006,35.99,"",,2012,50.51,"I",,2017,58.79,"",
"Turkey","Irrigation water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2017,42.21,"",
"Turkey","Irrigation water requirement (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,2004,25.14,"L",,,,"",,,,"",
"Turkey","Agricultural water withdrawal as % of total water withdrawal (%)",,,"",,1992,72.47,"",,,,"",,2002,83.38,"",,2006,82.25,"",,2012,86.68,"I",,2017,85.13,"",
"Turkey","Industrial water withdrawal as % of total water withdrawal (%)",,,"",,1992,11.08,"",,,,"",,2002,3.891,"",,2006,3.401,"",,2012,3.548,"I",,2017,4.929,"",
"Turkey","Municipal water withdrawal as % of total withdrawal (%)",,,"",,1992,16.46,"",,,,"",,2002,12.74,"",,2006,14.35,"",,2012,9.772,"I",,2017,9.932,"",
"Turkey","Total water withdrawal per capita (m3/inhab/year)",,,"",,1992,566.8,"K",,,,"",,2002,580.0,"K",,2006,517.1,"K",,2012,677.4,"K",,2017,728.1,"K",
"Turkey","Environmental Flow Requirements (10^9 m3/year)",1987,76.97,"E",,1992,76.97,"E",,1997,76.97,"E",,2002,76.97,"E",,2007,76.97,"E",,2012,76.97,"E",,2017,76.97,"E",
"Turkey","Fresh surface water withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,2000,31.5,"I",,,,"",,2012,36.95,"E",,2016,44.55,"",
"Turkey","Fresh groundwater withdrawal (10^9 m3/year)",,,"",,,,"",,,,"",,2000,10.5,"I",,2006,11.61,"",,2012,13.56,"E",,2017,15.46,"E",
"Turkey","Total freshwater withdrawal (10^9 m3/year)",,,"",,1992,31.6,"I",,,,"",,2002,37.78,"I",,2006,35.94,"I",,2012,50.51,"E",,2017,58.76,"",
"Turkey","Desalinated water produced (10^9 m3/year)",,,"",,1992,5.0E-4,"I",,,,"",,2000,5.0E-4,"I",,2003,5.0E-4,"I",,2008,5.0E-4,"I",,2016,0.0082,"",
"Turkey","Direct use of treated municipal wastewater (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,2004,0.049,"",,,,"",,2016,0.025,"",
"Turkey","Direct use of agricultural drainage water (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1992,14.93,"I",,,,"",,2002,17.85,"I",,2006,16.98,"I",,2012,23.87,"K",,2017,27.77,"I",
"Turkey","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1992,10.82,"I",,,,"",,2000,14.89,"I",,2003,13.99,"I",,2012,20.69,"I",,2017,23.65,"I",
"Turkey","SDG 6.4.2. Water Stress (%)",,,"",,1992,23.47,"K",,,,"",,2002,28.06,"K",,2006,26.7,"K",,2012,37.52,"K",,2017,43.65,"K",
"Turkey","Irrigation potential (1000 ha)",1987,8500.0,"",,1992,8500.0,"",,1997,8500.0,"",,2002,8500.0,"",,2007,8500.0,"",,2012,8500.0,"",,2013,8500.0,"",
"Turkey","Area equipped for full control irrigation: surface irrigation (1000 ha)",,,"",,,,"",,1994,3807.0,"",,,,"",,2006,4572.0,"",,2012,4690.0,"",,,,"",
"Turkey","Area equipped for full control irrigation: sprinkler irrigation (1000 ha)",,,"",,,,"",,1994,263.8,"",,,,"",,2006,298.2,"I",,2012,500.0,"",,,,"",
"Turkey","Area equipped for full control irrigation: localized irrigation (1000 ha)",,,"",,,,"",,1994,0.386,"",,,,"",,2006,99.4,"I",,2012,150.0,"",,,,"",
"Turkey","Area equipped for full control irrigation: total (1000 ha)",,,"",,1990,4071.0,"",,1994,4071.0,"",,,,"",,2006,4970.0,"I",,2012,5340.0,"",,,,"",
"Turkey","Area equipped for full control irrigation: actually irrigated (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,4206.0,"I",,,,"",,2016,4997.0,"",
"Turkey","% of area equipped for full control irrigation actually irrigated (%)",,,"",,,,"",,,,"",,,,"",,2006,84.63,"I",,,,"",,,,"",
"Turkey","Area equipped for irrigation: equipped lowland areas (1000 ha)",,,"",,,,"",,1994,115.2,"",,2001,13.0,"",,2006,13.0,"I",,,,"",,,,"",
"Turkey","Area equipped for irrigation: spate irrigation (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation: total (1000 ha)",,,"",,1990,4071.0,"",,1994,4186.0,"",,,,"",,2006,4983.0,"I",,2012,5340.0,"",,,,"",
"Turkey","% of the area equipped for irrigation managed by women (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","% of the agricultural holdings with irrigation managed by women (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation: actually irrigated (1000 ha)",,,"",,,,"",,1994,3098.0,"",,,,"",,2006,4320.0,"I",,2008,5280.0,"",,,,"",
"Turkey","% of the area equipped for irrigation actually irrigated (%)",,,"",,,,"",,1994,74.0,"",,,,"",,2006,86.69,"I",,2012,98.88,"",,,,"",
"Turkey","% of the cultivated area equipped for irrigation (%)",,,"",,1990,14.79,"K",,1994,15.58,"K",,,,"",,2006,20.02,"K",,2012,22.45,"K",,,,"",
"Turkey","% of irrigation potential equipped for irrigation (%)",,,"",,1990,47.89,"",,1994,49.25,"",,,,"",,2006,58.62,"I",,2012,62.82,"",,,,"",
"Turkey","Flood recession cropping area non-equipped (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Cultivated wetlands and inland valley bottoms non-equipped (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Total agricultural water managed area (1000 ha)",,,"",,1990,4071.0,"",,1994,4186.0,"",,,,"",,2006,4983.0,"I",,2012,5340.0,"",,,,"",
"Turkey","% of agricultural water managed area equipped for irrigation (%)",,,"",,1990,100.0,"",,1994,100.0,"",,,,"",,2006,100.0,"I",,2012,100.0,"",,,,"",
"Turkey","Area equipped for irrigation by surface water (1000 ha)",,,"",,,,"",,1994,3514.0,"",,,,"",,2005,3933.0,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation by groundwater (1000 ha)",,,"",,,,"",,1994,671.7,"",,,,"",,2005,899.2,"I",,,,"",,,,"",
"Turkey","Area equipped for irrigation by mixed surface water and groundwater (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation by direct use of treated municipal wastewater (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,9.16,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation by direct use of non-treated municipal wastewater  (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,9.16,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation by direct use of agricultural drainage water (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Area equipped for irrigation by desalinated water (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by surface water (%)",,,"",,,,"",,1994,83.5,"",,,,"",,2006,78.93,"I",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by groundwater  (%)",,,"",,,,"",,1994,16.5,"",,,,"",,2006,18.05,"I",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by mixed surface water and groundwater (%)",,,"",,,,"",,1994,0.0,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by direct use of  treated municipal wastewater (%)",,,"",,,,"",,,,"",,,,"",,2006,0.1838,"I",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by direct use of non-treated municipal wastewater (%)",,,"",,,,"",,,,"",,,,"",,2006,0.1838,"I",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by direct use of agricultural drainage water  (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","% of area equipped for irrigation by desalinated water (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Area equipped for power irrigation (surface water or groundwater) (1000 ha)",,,"",,,,"",,1994,226.0,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","% of area equipped for irrigation power irrigated (%)",,,"",,,,"",,1994,5.4,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Total harvested irrigated crop area (full control irrigation) (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,4206.0,"",,,,"",,,,"",
"Turkey","Harvested irrigated temporary crop area: Total (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,3392.0,"",,,,"",,,,"",
"Turkey","Harvested irrigated permanent crop area: Total (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,814.0,"",,,,"",,,,"",
"Turkey","Permanent meadows and pastures irrigated (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Irrigated cropping intensity (%)",,,"",,,,"",,,,"",,,,"",,2004,100.0,"I",,,,"",,,,"",
"Turkey","% of total grain production irrigated (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Conservation agriculture area (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,45.0,"",
"Turkey","Conservation agriculture area as % of arable land area (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,0.2208,"K",
"Turkey","Area salinized by irrigation (1000 ha)",,,"",,,,"",,,,"",,,,"",,2004,1519.0,"",,,,"",,,,"",
"Turkey","% of area equipped for irrigation salinized (%)",,,"",,,,"",,,,"",,,,"",,2006,30.48,"I",,,,"",,,,"",
"Turkey","Area waterlogged by irrigation (1000 ha)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Turkey","Flood occurrence (WRI) (-)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,2.6,"E",
"Turkey","Population affected by water related disease (1000 inhab)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",


Metadata:
"[1] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[2] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[3] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[4] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[5] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[6] [Components] | From the Islamic Republic of Iran 10 (Tigris tributaries); from Turkey 21.33 (Tigris); from the Syrian Arab Republic 30 (Euphrates, actual 9)."
"[7] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[8] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[9] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[10] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[11] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[12] [Observations] | This is the water amount from the unilateral agreement from TUR, subsequently split between IRQ/SYR 58%/42%"
"[13] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[14] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[15] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[16] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[17] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[18] [Adjustment] | Karun 24.7 joins the Shatt Al-Arab on the border and cannot be considered as a resource, since it enters Iraq just before flowing into the sea"
"[19] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[20] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[21] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[22] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[23] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[24] [Components] | From Saudi Arabia 0.08 (groundwater from Umm er Radhuma)"
"[25] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[26] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[27] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[28] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[29] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[30] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[31] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 20.77% (IWMI)"
"[32] [Reference period] | Reference year not well-defined (1995-1999)"
"[33] [Components] | TO:  Iraq: 9 (Euphrates)"
"[34] [Components] | TO:  Iraq: 9 (Euphrates)"
"[35] [Components] | TO:  Iraq: 9 (Euphrates)"
"[36] [Components] | TO:  Iraq: 9 (Euphrates)"
"[37] [Components] | TO:  Iraq: 9 (Euphrates)"
"[38] [Components] | TO:  Iraq: 9 (Euphrates)"
"[39] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[40] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[41] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[42] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[43] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[44] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[45] [Adjustment] | Environmental Water Requirement as a percentage of Total Runoff: 7.36% (IWMI)"
"[46] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[47] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[48] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[49] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[50] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[51] [Components] | Turkey has unilaterally guaranteed to allow 15.75 km3/year (500 m3/s) of water cross the border to the Syrian Arab Republic, but no formal agreement has been obtained so far on the sharing of the Euphrates water. To Georgia (Corub River) 3.15"
"[52] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[53] [Adjustment] | Data might be slightly underestimated"
"[54] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[55] [Adjustment] | Data might be slightly underestimated"
"[56] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[57] [Adjustment] | Data might be slightly underestimated"
"[58] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[59] [Adjustment] | Data might be slightly underestimated"
"[60] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[61] [Adjustment] | Data might be slightly underestimated"
"[62] [Adjustment] | Data might be slightly underestimated"
"[63] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"
"[64] [Adjustment] | Data might be slightly underestimated"
"[65] [Overall accuracy] | Original capacities reported in the Water Report 34 were substantially larger, but these included several small dams that were later to contain substantial units problems that have since been corrected"

E - External data
I - AQUASTAT estimate
K - Aggregate data
L - Modelled data
(c) 2020 FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Please quote as follows:
FAO. 2016. AQUASTAT Main Database - Food and Agriculture Organization of the United Nations (FAO). Website accessed on[01/06/2020 11:31]

